Grupo,Participante,Minuto,C3,C4,CZ,EMG,F3,F4,F7,F8,FP1,FP2,FZ,LOG,O1,O2,P3,P4,PZ,ROG,T3,T4,T5,T6
0,EMV,19,1.435761373812981,1.4529939808648842,1.4134125932061996,1.5038203356151496,1.4099904828441598,1.3661861086034601,1.3781274950233693,1.3059639842544428,1.1916056390821617,1.18633531095915,1.3050599491500987,1.1416033057813104,1.4457751028968784,1.4632519372652182,1.4578010151803047,1.4286069721629824,1.4347000886688723,1.2428983168477206,1.5016027489532904,1.4408449442596203,1.4824340415441097,1.4677251373191116
0,EMV,2,1.447927822744547,1.4329105007265546,1.4327145329175304,1.4904929788676557,1.4246500941129632,1.3332130452665933,1.3933973279296883,1.2762386325231048,1.1918384227946066,1.1854082472025542,1.3057537493292075,1.1153616014160803,1.4333428211732786,1.4350198422977185,1.4384953404025587,1.4270523899630358,1.4308511212108321,1.1903327227218239,1.4972291280101597,1.4177826212518867,1.4554618507258341,1.4568562302862809
0,EMV,20,1.435709219221395,1.4531473944176192,1.4138790925093025,1.5037592443500896,1.4096850997860566,1.3662391340035296,1.3782214241610309,1.3066374641811858,1.191675026626644,1.1862752758880728,1.305245122894397,1.1414643157505784,1.445873154771362,1.4633480287354832,1.4577613660061923,1.4285749043346037,1.4339955627993297,1.2429378941865699,1.5014894956234648,1.4425015256594285,1.4824580065698452,1.46798602417468
0,EMV,21,1.4577026432075337,1.4693586654171762,1.3896233490755001,1.4680821100165318,1.475665053031287,1.397640316523235,1.4222627950117082,1.3427038805969476,1.210389148112306,1.1989872888835975,1.3539798964431922,1.136217011463293,1.42091959561536,1.4588649296255896,1.434919528109834,1.400415674157424,1.4031194698527771,1.1917150639461378,1.4900463028857185,1.4569897621922898,1.4567100054503426,1.4642083937502355
0,EMV,22,1.4366440738857913,1.46198525155534,1.3615654453215758,1.0774183768164975,1.4330904224323335,1.3686245003862905,1.3928492697566146,1.3348302894445963,1.2176970403761984,1.1843494992502257,1.3356525998506943,1.1868291439688112,1.4432238825461583,1.4412353931349156,1.4084954654795703,1.4273187347756398,1.4182357889593111,1.172758333105699,1.4588105910672202,1.4620507046345932,1.4611172745638243,1.426543367361049
0,EMV,23,1.4050815415069697,1.3561184121737748,1.337464795961688,1.52131779721261,1.4582044535640435,1.3478657377845158,1.3986321566597881,1.2761528473091526,1.2289102139025763,1.201888569665652,1.2610712518490896,1.1342478454013818,1.3835550731677422,1.3509690578258444,1.34644332068735,1.3491680100014085,1.3648073305979567,1.1355479596531874,1.4639908996753324,1.3863896566401546,1.458667520783264,1.3461009800223938
0,EMV,24,1.3015442968489161,1.3540759579011021,1.3557227945274324,1.2624853267594138,1.3371137283634755,1.2896484105876802,1.352878862250687,1.2759066846218494,1.3577627144927442,1.3740251212365815,1.3440864676936934,1.1596713328329515,1.369510016915801,1.381119569884658,1.372749273599086,1.3668859898901653,1.35314008186548,1.1207889752224256,1.43907590635343,1.2987920013446186,1.3987515515021542,1.4176773649430379
0,EMV,25,1.4577426862510854,1.4656603983201573,1.3896941011698416,1.4689469233733763,1.475534160954797,1.3968650889226026,1.4223208274879042,1.342598925463113,1.2084209295290094,1.1958101516064739,1.353990666734478,1.136217011463293,1.4209031285348872,1.4593189563255176,1.4348241042251764,1.4002943404666215,1.4031836075622124,1.1916039549576645,1.4894404974057285,1.4570844506439098,1.456702340728477,1.4637318229474345
0,EMV,26,1.2955262959004517,1.3816950693323673,1.3298776590722936,1.2941223225347724,1.3104836222034688,1.3112595551000932,1.3203441014363524,1.3230224323684172,1.307413455787932,1.244948179189442,1.342868747553478,1.1638787453590795,1.3596554165434607,1.3669925387521327,1.315030385602069,1.3436477258001704,1.3356360445166724,1.1596248357096468,1.428147604593885,1.3318201022612317,1.3717383113451724,1.369026186422555
0,EMV,27,1.334549575087607,1.336298821656776,1.375292426837744,1.35359703597656,1.358869962681639,1.3491163807275135,1.4033527625489515,1.3372237995099516,1.375034264943161,1.3022041348510236,1.3616506344388557,1.1992398969591114,1.4036657055688426,1.4218382639870017,1.3763255688804812,1.378554178283204,1.4011784905375582,1.1954213161747747,1.4446775001629473,1.35893192469421,1.4133412204676852,1.392588022553284
0,EMV,28,1.3066774795327976,1.3434826766451151,1.347190250871695,1.3121146198045306,1.3226844124102155,1.3089816151182327,1.3683664005741805,1.2923233739379025,1.3606500006710782,1.3711104101874034,1.3383960664513022,1.181599189504598,1.3925612420022635,1.409057600824845,1.357019831629871,1.360963667142991,1.377733534870513,1.1886705023017268,1.4303826034116627,1.3094914863497489,1.4095305257707675,1.395810090738153
0,EMV,29,1.4424903942067566,1.3706321048340557,1.3614490307967677,1.30889698399838,1.4758511127192246,1.366796346758425,1.439844282398943,1.2739219270088176,1.1959225297962888,1.1786060118400572,1.3135162172700876,1.0209964280896209,1.41609987648747,1.423052245951792,1.4106219006621852,1.395003459907466,1.3917721656261086,1.1184654254965,1.4743266746349446,1.4132555545370618,1.4775581949360745,1.4124413957370812
0,EMV,3,1.411122812553425,1.4055400452446778,1.4034140372906014,1.2859591941744697,1.482091115220221,1.4470432806390752,1.4560183191224452,1.448598898886625,1.2600364816856988,1.198051081804476,1.3834163787651068,1.157492619905896,1.3682335748413967,1.3461316437938926,1.3558724216401505,1.3752682402596936,1.3769325279857794,1.2176554164418572,1.423779344728656,1.4627003819171165,1.3857236998587026,1.3220183281979505
0,EMV,30,1.2927620984050907,1.3497157154287482,1.3439333584784372,1.2347299831321514,1.3247771447702488,1.288474659398401,1.3432372592810733,1.240522333363373,1.3575353975105824,1.373052907943125,1.3322160348952021,1.2022131464706343,1.3728818626835357,1.3900193057279546,1.3697897479814765,1.3568732889928663,1.350053557525352,1.1303915504504962,1.4220542860973513,1.271213077274628,1.3999375198921251,1.411737793579142
